1.000000000000000000e+00,8.750000000000000000e+02,1.550000000000000000e+03,1.000000000000000000e+03,2.500000000000000000e+03,7.656250000000000000e+05,1.356250000000000000e+06,8.750000000000000000e+05,2.187500000000000000e+06,2.402500000000000000e+06,1.550000000000000000e+06,3.875000000000000000e+06,1.000000000000000000e+06,2.500000000000000000e+06,6.250000000000000000e+06
1.000000000000000000e+00,5.950000000000000000e+02,9.500000000000000000e+02,4.000000000000000000e+03,1.500000000000000000e+03,3.540250000000000000e+05,5.652500000000000000e+05,2.380000000000000000e+06,8.925000000000000000e+05,9.025000000000000000e+05,3.800000000000000000e+06,1.425000000000000000e+06,1.600000000000000000e+07,6.000000000000000000e+06,2.250000000000000000e+06
1.000000000000000000e+00,3.150000000000000000e+02,7.500000000000000000e+02,4.250000000000000000e+03,3.750000000000000000e+03,9.922500000000000000e+04,2.362500000000000000e+05,1.338750000000000000e+06,1.181250000000000000e+06,5.625000000000000000e+05,3.187500000000000000e+06,2.812500000000000000e+06,1.806250000000000000e+07,1.593750000000000000e+07,1.406250000000000000e+07
1.000000000000000000e+00,1.150000000000000000e+02,1.300000000000000000e+03,3.500000000000000000e+03,2.250000000000000000e+03,1.322500000000000000e+04,1.495000000000000000e+05,4.025000000000000000e+05,2.587500000000000000e+05,1.690000000000000000e+06,4.550000000000000000e+06,2.925000000000000000e+06,1.225000000000000000e+07,7.875000000000000000e+06,5.062500000000000000e+06
1.000000000000000000e+00,7.550000000000000000e+02,9.000000000000000000e+02,4.000000000000000000e+03,1.250000000000000000e+03,5.700250000000000000e+05,6.795000000000000000e+05,3.020000000000000000e+06,9.437500000000000000e+05,8.100000000000000000e+05,3.600000000000000000e+06,1.125000000000000000e+06,1.600000000000000000e+07,5.000000000000000000e+06,1.562500000000000000e+06
1.000000000000000000e+00,1.715000000000000000e+03,1.500000000000000000e+03,1.750000000000000000e+03,1.000000000000000000e+03,2.941225000000000000e+06,2.572500000000000000e+06,3.001250000000000000e+06,1.715000000000000000e+06,2.250000000000000000e+06,2.625000000000000000e+06,1.500000000000000000e+06,3.062500000000000000e+06,1.750000000000000000e+06,1.000000000000000000e+06
1.000000000000000000e+00,1.055000000000000000e+03,5.500000000000000000e+02,4.500000000000000000e+03,1.750000000000000000e+03,1.113025000000000000e+06,5.802500000000000000e+05,4.747500000000000000e+06,1.846250000000000000e+06,3.025000000000000000e+05,2.475000000000000000e+06,9.625000000000000000e+05,2.025000000000000000e+07,7.875000000000000000e+06,3.062500000000000000e+06
1.000000000000000000e+00,2.055000000000000000e+03,2.000000000000000000e+02,1.750000000000000000e+03,3.750000000000000000e+03,4.223025000000000000e+06,4.110000000000000000e+05,3.596250000000000000e+06,7.706250000000000000e+06,4.000000000000000000e+04,3.500000000000000000e+05,7.500000000000000000e+05,3.062500000000000000e+06,6.562500000000000000e+06,1.406250000000000000e+07
1.000000000000000000e+00,1.690000000000000000e+03,3.000000000000000000e+02,4.250000000000000000e+03,1.500000000000000000e+03,2.856100000000000000e+06,5.070000000000000000e+05,7.182500000000000000e+06,2.535000000000000000e+06,9.000000000000000000e+04,1.275000000000000000e+06,4.500000000000000000e+05,1.806250000000000000e+07,6.375000000000000000e+06,2.250000000000000000e+06
1.000000000000000000e+00,4.050000000000000000e+02,8.500000000000000000e+02,1.750000000000000000e+03,5.000000000000000000e+03,1.640250000000000000e+05,3.442500000000000000e+05,7.087500000000000000e+05,2.025000000000000000e+06,7.225000000000000000e+05,1.487500000000000000e+06,4.250000000000000000e+06,3.062500000000000000e+06,8.750000000000000000e+06,2.500000000000000000e+07
1.000000000000000000e+00,2.150000000000000000e+02,1.100000000000000000e+03,2.250000000000000000e+03,4.000000000000000000e+03,4.622500000000000000e+04,2.365000000000000000e+05,4.837500000000000000e+05,8.600000000000000000e+05,1.210000000000000000e+06,2.475000000000000000e+06,4.400000000000000000e+06,5.062500000000000000e+06,9.000000000000000000e+06,1.600000000000000000e+07
1.000000000000000000e+00,1.100000000000000000e+02,1.600000000000000000e+03,1.250000000000000000e+03,3.500000000000000000e+03,1.210000000000000000e+04,1.760000000000000000e+05,1.375000000000000000e+05,3.850000000000000000e+05,2.560000000000000000e+06,2.000000000000000000e+06,5.600000000000000000e+06,1.562500000000000000e+06,4.375000000000000000e+06,1.225000000000000000e+07
1.000000000000000000e+00,1.250000000000000000e+03,8.000000000000000000e+02,1.250000000000000000e+03,3.250000000000000000e+03,1.562500000000000000e+06,1.000000000000000000e+06,1.562500000000000000e+06,4.062500000000000000e+06,6.400000000000000000e+05,1.000000000000000000e+06,2.600000000000000000e+06,1.562500000000000000e+06,4.062500000000000000e+06,1.056250000000000000e+07
1.000000000000000000e+00,3.350000000000000000e+02,1.300000000000000000e+03,4.000000000000000000e+03,1.000000000000000000e+03,1.122250000000000000e+05,4.355000000000000000e+05,1.340000000000000000e+06,3.350000000000000000e+05,1.690000000000000000e+06,5.200000000000000000e+06,1.300000000000000000e+06,1.600000000000000000e+07,4.000000000000000000e+06,1.000000000000000000e+06
